experiment,image_encoder,audio_encoder,K,alpha,scope,R@1,R@5,R@10,R@20,routes_correct,routes_total,knn_overlap,pearson_r,nmi,ami,ari,v_measure,homogeneity,completeness,cap_cos_argmax,cap_cos_planmass,cap_cos_chance,cap_cos_identity,cap_cos_lift,cat_precision_10
c-transitive,dinov2-large,clap-larger,300,0.5,heldout,0.0,0.1935483870967742,0.2580645161290322,0.3225806451612903,1,15,0.0064516129032258,0.017146959900856,0.6547647528768477,0.0262786852090484,0.0115583897967317,0.6547647528768477,0.6541692608326569,0.6553613300648787,0.2383883279708269,0.2171391187699022,0.1669681841832724,0.5462521924334325,0.0714201437875545,0.164516129032258
d,dinov2-large,clap-larger,0,0.7,aggregate,0.0625,0.165,0.2375,0.3625,7,15,0.0385,0.3303459286689758,0.2582025241163411,0.1688866350605319,0.0799222193910642,0.2582025241163412,0.2630353238843713,0.2535441083196429,0.5289400893490286,0.4931057332105277,0.2174418922666189,0.3875973658998651,0.3114981970824096,0.18125
d,dinov2-large,clap-larger,0,0.7,heldout,0.0967741935483871,0.1935483870967742,0.1935483870967742,0.3225806451612903,5,15,0.0258064516129032,0.2190677523612976,0.6301539086537812,0.0059406690033246,-0.0029580329081161,0.6301539086537812,0.6182696638841888,0.6425039801708234,0.4373770928912415,0.4209682355482159,0.1669681841832724,0.5462521924334325,0.2704089087079691,0.2129032258064515
unsup,dinov2-large,clap-larger,0,1.0,aggregate,0.005,0.0275,0.04,0.0825,1,15,0.1035,0.6511945724487305,0.4256869909869648,0.3572248959411099,0.1786895311171807,0.4256869909869648,0.4302992874645323,0.421172522571847,0.2551713470911722,0.2346735934408014,0.2174418922666189,0.3875973658998651,0.0377294548245532,0.09675
unsup,dinov2-large,clap-larger,0,1.0,heldout,0.032258064516129,0.064516129032258,0.064516129032258,0.0967741935483871,0,15,0.0064516129032258,0.3839133083820343,0.6064617923136704,0.0620971402060589,0.0344879975691279,0.6064617923136703,0.5660629365485711,0.6530701937060712,0.1481542926021285,0.1561951188752696,0.1669681841832724,0.5462521924334325,-0.0188138915811439,0.064516129032258
text,dinov2-large,clap-larger,0,,aggregate,0.0625,0.1675,0.2325,0.32,3,15,0.0245,0.2535558640956878,0.2833593808831278,0.1969919603977438,0.0705554680238032,0.2833593808831279,0.2782421973966205,0.2886683122176972,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.17725
text,dinov2-large,clap-larger,0,,heldout,0.064516129032258,0.1612903225806451,0.1935483870967742,0.2903225806451613,5,15,0.0258064516129032,0.084551602602005,0.6424406585995361,-0.0082276593679698,-0.0075302809647284,0.642440658599536,0.6446489713430091,0.6402474238192953,0.5462521924334325,0.4809899289829994,0.1669681841832724,0.5462521924334325,0.37928400825016,0.1580645161290322
random,dinov2-large,clap-larger,0,,aggregate,0.0,0.01,0.025,0.04,2,15,0.014,0.0352091528475284,0.1113189464587985,0.0044233903160658,0.001656461590842,0.1113189464587985,0.1135134294133335,0.1092077033681447,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.06575
random,dinov2-large,clap-larger,0,,heldout,0.0,0.0,0.0,0.032258064516129,5,15,0.0258064516129032,0.0703349411487579,0.585783606459209,-0.0872557264373261,-0.0570851225056832,0.5857836064592091,0.5717929740640698,0.6004760566137728,0.1318930289195276,0.164421626899362,0.1669681841832724,0.5462521924334325,-0.0350751552637448,0.0709677419354838
procrustes,dinov2-large,clap-larger,300,,aggregate,0.7125,0.7575,0.775,0.795,4,15,0.068,0.3354109525680542,0.2927853196627966,0.2084370567734154,0.1038210872066188,0.2927853196627966,0.2971265823301288,0.2885690889805302,0.3728608253222807,0.2406148543543923,0.2174418922666189,0.3875973658998651,0.1554189330556618,0.38425
procrustes,dinov2-large,clap-larger,300,,heldout,0.0,0.0,0.032258064516129,0.0967741935483871,3,15,0.064516129032258,0.164593756198883,0.6195602117978336,-0.0762485486883579,-0.0502192108409725,0.6195602117978336,0.6195602117978336,0.6195602117978336,0.2315729987171004,0.1556667114350171,0.1669681841832724,0.5462521924334325,0.0646048145338279,0.1677419354838709
direct,dinov2-large,clap-larger,300,,aggregate,0.6625,0.7425,0.77,0.78,3,15,0.0655,0.3305032551288605,0.2703948747859631,0.18472708415381,0.086026549931825,0.2703948747859631,0.2715330576432589,0.2692661939224548,0.3642307100950684,0.2338948174359642,0.2174418922666189,0.3875973658998651,0.1467888178284495,0.44525
direct,dinov2-large,clap-larger,300,,heldout,0.0,0.0,0.0,0.0,4,15,0.0516129032258064,0.2361991703510284,0.6349508929627361,0.0910217490461719,0.0486219761704176,0.6349508929627361,0.6082209727035396,0.6641382496143229,0.2087665597656251,0.1681876944467221,0.1669681841832724,0.5462521924334325,0.0417983755823526,0.1548387096774194
c-transitive,dinov2-large,clap-unfused,300,0.5,aggregate,0.2575,0.45,0.5475,0.62,10,15,0.034,0.1964486837387085,0.2157509644885169,0.1211754615503977,0.0457559087616055,0.2157509644885169,0.2202391264694136,0.2114420739980179,0.3404430224136638,0.3295781711892381,0.2174418922666189,0.3875973658998651,0.1230011301470448,0.30975
c-transitive,dinov2-large,clap-unfused,300,0.5,heldout,0.0,0.0769230769230769,0.1153846153846153,0.1923076923076923,6,15,0.0153846153846153,0.1389143764972686,0.7006893593715773,-0.0269699263941527,-0.0209945598038464,0.7006893593715773,0.6900434636809145,0.7116688891533709,0.2291752531147065,0.2234232870313367,0.1914140890927599,0.5619198263813345,0.0377611640219465,0.1999999999999999
d,dinov2-large,clap-unfused,0,0.7,aggregate,0.0525,0.165,0.245,0.345,7,15,0.036,0.3732109069824219,0.2743649387793158,0.1869349611776892,0.0753656844239018,0.2743649387793158,0.2798248888268477,0.2691139802410359,0.5311052449923133,0.492683140977724,0.2174418922666189,0.3875973658998651,0.3136633527256943,0.1985
d,dinov2-large,clap-unfused,0,0.7,heldout,0.1538461538461538,0.2307692307692307,0.2307692307692307,0.2307692307692307,5,15,0.023076923076923,0.3558523654937744,0.716170889481159,0.0973373867601057,0.0599647266313932,0.716170889481159,0.6900434636809146,0.7443547270563815,0.4890713989460862,0.4495873810028516,0.1914140890927599,0.5619198263813345,0.2976573098533263,0.1692307692307692
unsup,dinov2-large,clap-unfused,0,1.0,aggregate,0.015,0.0575,0.0875,0.1475,3,15,0.108,0.6361814141273499,0.3884778776816107,0.3152130632056117,0.1671410059240846,0.3884778776816107,0.3877238316296822,0.3892348623890602,0.2715787761861222,0.2547620998122137,0.2174418922666189,0.3875973658998651,0.0541368839195033,0.12525
unsup,dinov2-large,clap-unfused,0,1.0,heldout,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.1153846153846153,1,15,0.0615384615384615,0.3981404602527618,0.6644966976694224,0.1008017747950834,0.1249719542293022,0.6644966976694224,0.6048888597926242,0.7371366939876166,0.2209297933348353,0.2007294836708019,0.1914140890927599,0.5619198263813345,0.0295157042420754,0.1038461538461538
text,dinov2-large,clap-unfused,0,,aggregate,0.0625,0.1675,0.2325,0.32,5,15,0.0255,0.2981696128845215,0.2704614543284412,0.1813621440025314,0.0608825768129869,0.2704614543284411,0.2661091294852001,0.2749585145230097,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.18875
text,dinov2-large,clap-unfused,0,,heldout,0.1153846153846153,0.1538461538461538,0.1538461538461538,0.1923076923076923,3,15,0.0076923076923076,0.2086375057697296,0.7439235380765999,0.1213716134494939,0.0786146655428702,0.7439235380766,0.73262076562506,0.7555805306260728,0.5619198263813345,0.3724639791622929,0.1914140890927599,0.5619198263813345,0.3705057372885746,0.1538461538461538
random,dinov2-large,clap-unfused,0,,aggregate,0.0,0.01,0.025,0.04,1,15,0.0125,0.020221073180437,0.1140184997289352,0.0079279778558302,-0.0001048494020735,0.1140184997289352,0.1154727584182908,0.1126004151999726,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.06675
random,dinov2-large,clap-unfused,0,,heldout,0.0,0.0,0.0,0.0384615384615384,2,15,0.0076923076923076,-0.1609413921833038,0.6361609566169125,-0.0533976895653955,-0.0387534958050339,0.6361609566169124,0.5968535915142553,0.6810107104153293,0.1827314726617241,0.1900971292870596,0.1914140890927599,0.5619198263813345,-0.0086826164310357,0.0615384615384615
procrustes,dinov2-large,clap-unfused,300,,aggregate,0.6825,0.75,0.7625,0.7925,4,15,0.0814999999999999,0.3731284141540527,0.3042328156757418,0.2202440092086543,0.0964933934038235,0.3042328156757418,0.3075036212537826,0.3010308585498623,0.3748417337488224,0.2537561966326029,0.2174418922666189,0.3875973658998651,0.1573998414822035,0.36825
procrustes,dinov2-large,clap-unfused,300,,heldout,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,4,15,0.023076923076923,0.42491614818573,0.7466051134655972,0.1941274450578704,0.1516754850088183,0.7466051134655972,0.7193673829313563,0.7759866445495949,0.267748835025865,0.2082984610475961,0.1914140890927599,0.5619198263813345,0.076334745933105,0.2
direct,dinov2-large,clap-unfused,300,,aggregate,0.61,0.7075,0.73,0.7725,4,15,0.0925,0.3932715058326721,0.2890527405554118,0.2042145042031209,0.0973439258412815,0.2890527405554118,0.2883816616317539,0.2897269500342098,0.3645482647322891,0.2413852114510779,0.2174418922666189,0.3875973658998651,0.1471063724656701,0.41825
direct,dinov2-large,clap-unfused,300,,heldout,0.0,0.0,0.0,0.0769230769230769,3,15,0.0692307692307692,0.4536364674568176,0.6254118957758702,-0.0064898306757205,0.010331702011963,0.6254118957758702,0.5688384246157886,0.6944810788424947,0.2242759420472681,0.2048381702161988,0.1914140890927599,0.5619198263813345,0.0328618529545082,0.1653846153846153
c-transitive,dinov2-large,mert-330m,300,0.5,aggregate,0.075,0.1775,0.2525,0.3275,5,15,0.0165,0.1407123357057571,0.1968786664930612,0.0999920971429567,0.0352459756202441,0.1968786664930612,0.2010867612476532,0.1928430851838468,0.3060229219930496,0.2874670651496834,0.2174418922666189,0.3875973658998651,0.0885810297264307,0.18125
c-transitive,dinov2-large,mert-330m,300,0.5,heldout,0.0,0.0384615384615384,0.0769230769230769,0.1153846153846153,2,15,0.023076923076923,0.0692236050963401,0.723459027620921,0.1611343170483672,0.1063244729605866,0.7234590276209211,0.6897136290921904,0.7606763989337137,0.1927951577015556,0.2346194076733723,0.1946049136921067,0.5783881885624559,-0.0018097559905511,0.1076923076923076
d,dinov2-large,mert-330m,0,0.7,aggregate,0.045,0.1475,0.2225,0.335,4,15,0.0285,0.356016457080841,0.2001064491605076,0.104043871032019,0.0343004023213576,0.2001064491605076,0.2032458699043301,0.1970625387369777,0.5340590766401799,0.4911922549217131,0.2174418922666189,0.3875973658998651,0.316617184373561,0.12875
d,dinov2-large,mert-330m,0,0.7,heldout,0.0384615384615384,0.1923076923076923,0.1923076923076923,0.3846153846153846,2,15,0.0307692307692307,0.4401737749576568,0.7623498740503198,0.14300978083548,0.1001761892776239,0.76234987405032,0.7627554943998008,0.7619446848755012,0.4972146981428655,0.4591579652341171,0.1946049136921067,0.5783881885624559,0.3026097844507587,0.0807692307692307
unsup,dinov2-large,mert-330m,0,1.0,aggregate,0.01,0.0375,0.06,0.095,3,15,0.1275,0.6545253992080688,0.4008926011239176,0.3322864721321607,0.1525552932675591,0.4008926011239176,0.3930597942263241,0.4090439364004309,0.2509805829172499,0.2366023781651338,0.2174418922666189,0.3875973658998651,0.0335386906506309,0.13075
unsup,dinov2-large,mert-330m,0,1.0,heldout,0.0,0.0,0.0384615384615384,0.0384615384615384,1,15,0.0615384615384615,0.6563007831573486,0.72725472006381,0.1316757910944956,0.1169126826760666,0.72725472006381,0.7029811151310977,0.7532645895510639,0.2030097507959337,0.2027764017848466,0.1946049136921067,0.5783881885624559,0.0084048371038269,0.0653846153846153
text,dinov2-large,mert-330m,0,,aggregate,0.0625,0.1675,0.2325,0.32,3,15,0.017,0.2468788623809814,0.192719912486905,0.1007890208577377,0.0308118196349537,0.192719912486905,0.18372792034785,0.2026373688216486,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.1357499999999999
text,dinov2-large,mert-330m,0,,heldout,0.0384615384615384,0.0769230769230769,0.1923076923076923,0.3461538461538461,3,15,0.0076923076923076,0.2822282910346985,0.6265838445186177,-0.0293203864952653,-0.0228999348817017,0.6265838445186176,0.5746674108156137,0.6888123243255843,0.5783881885624559,0.468566120828106,0.1946049136921067,0.5783881885624559,0.3837832748703491,0.123076923076923
random,dinov2-large,mert-330m,0,,aggregate,0.0,0.01,0.025,0.04,1,15,0.017,0.0358935073018074,0.109447348699116,0.0030426296917376,0.0005368076888318,0.109447348699116,0.1104167690575001,0.1084948025301836,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.076
random,dinov2-large,mert-330m,0,,heldout,0.0,0.0,0.0384615384615384,0.0384615384615384,3,15,0.0,-0.081055112183094,0.7410499021371192,0.0661999431585702,0.0456414128702072,0.7410499021371192,0.7414441894984992,0.7406560339034287,0.1180325910477492,0.1903360299117977,0.1946049136921067,0.5783881885624559,-0.0765723226443575,0.0961538461538461
procrustes,dinov2-large,mert-330m,300,,aggregate,0.6975,0.7325,0.75,0.7675,3,15,0.0275,0.2906462252140045,0.2417615253405319,0.1501916260823687,0.0603672833871282,0.2417615253405319,0.2458263873247409,0.2378289057057158,0.3706606950576316,0.2231971991971867,0.2174418922666189,0.3875973658998651,0.1532188027910127,0.3045
procrustes,dinov2-large,mert-330m,300,,heldout,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.0384615384615384,4,15,0.0307692307692307,0.308685690164566,0.7697766687313313,0.2206144687729917,0.178223890889587,0.7697766687313313,0.7564676954819753,0.7835623336043015,0.2524976065213429,0.1759725337716289,0.1946049136921067,0.5783881885624559,0.0578926928292361,0.1153846153846153
direct,dinov2-large,mert-330m,300,,aggregate,0.2825,0.425,0.49,0.56,2,15,0.098,0.4292406439781189,0.2253927002284395,0.1359993586978828,0.0511115544167282,0.2253927002284396,0.2148056182169412,0.2370774916604523,0.3068761168513877,0.1861703303705306,0.2174418922666189,0.3875973658998651,0.0894342245847688,0.305
direct,dinov2-large,mert-330m,300,,heldout,0.0,0.0,0.0384615384615384,0.0384615384615384,1,15,0.0692307692307692,0.3846102654933929,0.6565007923784018,0.106919301419389,0.0727291591015199,0.6565007923784016,0.5907550485404014,0.7387129218369849,0.2171916753568166,0.193636190750882,0.1946049136921067,0.5783881885624559,0.0225867616647098,0.2307692307692307
c-transitive,dinov2-large,mert-95m,300,0.5,aggregate,0.135,0.2725,0.3475,0.4675,5,15,0.0195,0.1493454277515411,0.1671018457570132,0.0681749613082987,0.019629514508057,0.1671018457570132,0.1690245910161832,0.1652223529919998,0.3006822975178522,0.2935432274431603,0.2174418922666189,0.3875973658998651,0.0832404052512333,0.183
c-transitive,dinov2-large,mert-95m,300,0.5,heldout,0.0,0.037037037037037,0.074074074074074,0.1481481481481481,2,15,0.0,0.090591661632061,0.7522233704246912,0.2069386127853387,0.1832028770890628,0.7522233704246912,0.7238725016387891,0.7828855167408652,0.26487941774003,0.2595064082320331,0.2058077239663089,0.5988970111921595,0.059071693773721,0.1148148148148148
d,dinov2-large,mert-95m,0,0.7,aggregate,0.0475,0.145,0.23,0.335,6,15,0.0175,0.3834623694419861,0.1988718510984904,0.1036030711530812,0.0392362576785103,0.1988718510984904,0.2005559595834146,0.197215790679571,0.5320826957786845,0.4914202905609608,0.2174418922666189,0.3875973658998651,0.3146408035120656,0.1275
d,dinov2-large,mert-95m,0,0.7,heldout,0.1111111111111111,0.1851851851851851,0.2592592592592592,0.2962962962962963,3,15,0.0,0.5395963788032532,0.722732801270787,0.1641012238713314,0.1178571428571428,0.7227328012707868,0.6837227732869173,0.7664636364494545,0.5267633713784993,0.4885380782928982,0.2058077239663089,0.5988970111921595,0.3209556474121903,0.1185185185185185
unsup,dinov2-large,mert-95m,0,1.0,aggregate,0.005,0.015,0.0325,0.0525,1,15,0.096,0.6338881254196167,0.3272411613302211,0.2491989104971098,0.1090962648518453,0.3272411613302211,0.3130460378009332,0.3427847935800049,0.2240861944222225,0.2253738994662539,0.2174418922666189,0.3875973658998651,0.0066443021556035,0.07375
unsup,dinov2-large,mert-95m,0,1.0,heldout,0.0,0.0,0.0,0.0,0,15,0.0666666666666666,0.6290388107299805,0.7833962597769119,0.3452541631358806,0.3139506474468605,0.7833962597769119,0.7392860481312746,0.8331042228670157,0.1923872291517418,0.2109266537302715,0.2058077239663089,0.5988970111921595,-0.013420494814567,0.0777777777777777
text,dinov2-large,mert-95m,0,,aggregate,0.0625,0.1675,0.2325,0.32,6,15,0.024,0.2558916807174682,0.2098542365483564,0.1213225259636312,0.0339876118856157,0.2098542365483564,0.204843477873147,0.2151162824262018,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.126
text,dinov2-large,mert-95m,0,,heldout,0.074074074074074,0.1481481481481481,0.2222222222222222,0.2962962962962963,2,15,0.0074074074074074,0.3369643092155456,0.7105011556505328,0.0614605860012975,0.067517656968833,0.7105011556505328,0.6837227732869172,0.739462620089038,0.5988970111921595,0.3965042886409419,0.2058077239663089,0.5988970111921595,0.3930892872258506,0.137037037037037
random,dinov2-large,mert-95m,0,,aggregate,0.0,0.01,0.025,0.04,2,15,0.016,0.006641088053584,0.1029278023111246,-0.0023557715273254,-0.0021056309041564,0.1029278023111246,0.1032400303258775,0.1026174571395806,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.0785
random,dinov2-large,mert-95m,0,,heldout,0.0,0.0,0.0,0.0,3,15,0.0,0.0257600769400596,0.6646029712275213,-0.0344277467107041,-0.0254032770227359,0.6646029712275212,0.6313345952145732,0.7015725589357774,0.1657024017141667,0.2048480479450738,0.2058077239663089,0.5988970111921595,-0.0401053222521421,0.0888888888888889
procrustes,dinov2-large,mert-95m,300,,aggregate,0.7275,0.755,0.7575,0.775,5,15,0.022,0.2766007483005523,0.1903455833098976,0.0945888714269751,0.034169441845023,0.1903455833098976,0.1922783586982703,0.1884512776078224,0.3643910972760096,0.2212471346447301,0.2174418922666189,0.3875973658998651,0.1469492050093906,0.3165
procrustes,dinov2-large,mert-95m,300,,heldout,0.0,0.037037037037037,0.074074074074074,0.1481481481481481,3,15,0.0148148148148148,0.272939383983612,0.7127628308524673,0.0561930482010747,0.0419033566949465,0.7127628308524674,0.6912999053239389,0.7356011870787271,0.2772446827473271,0.2072131831375169,0.2058077239663089,0.5988970111921595,0.0714369587810182,0.2296296296296296
direct,dinov2-large,mert-95m,300,,aggregate,0.47,0.5675,0.605,0.6425,3,15,0.085,0.3753341436386108,0.2149019650828641,0.1224088114513485,0.0594389112992486,0.2149019650828641,0.205700057881869,0.2249657134344483,0.3208037506665628,0.1769312914954523,0.2174418922666189,0.3875973658998651,0.1033618583999439,0.2977499999999999
direct,dinov2-large,mert-95m,300,,heldout,0.0,0.0,0.0,0.0,1,15,0.1851851851851852,0.3513909578323364,0.5112841325325843,0.0846694419035942,0.0371837854312709,0.5112841325325843,0.398595743907321,0.7128032049185412,0.1902245291361771,0.2051685038583352,0.2058077239663089,0.5988970111921595,-0.0155831948301318,0.1518518518518518
c-transitive,dinov2-small,clap-fused,300,0.5,aggregate,0.2375,0.4375,0.5325,0.605,11,15,0.019,0.2031157463788986,0.2123987904461221,0.1183227464406987,0.0483235092515866,0.2123987904461221,0.2130201739351652,0.2117810215856664,0.3384248787817603,0.3211111816129845,0.2174418922666189,0.3875973658998651,0.1209829865151413,0.26525
c-transitive,dinov2-small,clap-fused,300,0.5,heldout,0.032258064516129,0.0967741935483871,0.1935483870967742,0.2258064516129032,2,15,0.0064516129032258,0.1254075169563293,0.6024419227557625,-0.0619113957756646,-0.0431125131440588,0.6024419227557625,0.581014274423648,0.625510582833464,0.2660012185900999,0.2433187626197971,0.1805782744255035,0.5594997548009211,0.0854229441645964,0.1290322580645161
d,dinov2-small,clap-fused,0,0.7,aggregate,0.05,0.155,0.235,0.355,10,15,0.0405,0.3972912132740021,0.2464468453692483,0.1564010097237696,0.0710911528747813,0.2464468453692483,0.2473459654214053,0.2455542383714517,0.528730209422832,0.4918321671408495,0.2174418922666189,0.3875973658998651,0.3112883171562131,0.1825
d,dinov2-small,clap-fused,0,0.7,heldout,0.1290322580645161,0.1935483870967742,0.2580645161290322,0.3225806451612903,6,15,0.0064516129032258,0.3712652027606964,0.6706302239628954,0.0888517446800352,0.0546792849631966,0.6706302239628954,0.6530382580953967,0.6891962367856393,0.4718176584460932,0.4408954146997367,0.1805782744255035,0.5594997548009211,0.2912393840205897,0.1838709677419354
unsup,dinov2-small,clap-fused,0,1.0,aggregate,0.0075,0.035,0.0625,0.125,6,15,0.0885,0.6281492114067078,0.366750459705584,0.2909961335261595,0.1569378748069776,0.366750459705584,0.3666702811455081,0.3668306733380825,0.2874310898278565,0.2494278557232079,0.2174418922666189,0.3875973658998651,0.0699891975612375,0.13025
unsup,dinov2-small,clap-fused,0,1.0,heldout,0.0,0.032258064516129,0.064516129032258,0.2580645161290322,5,15,0.0258064516129032,0.3712908029556274,0.6503710339538669,0.0869214533265036,0.0687984496124031,0.6503710339538669,0.6205692673828862,0.683179551199286,0.2091495915579593,0.1986457304211772,0.1805782744255035,0.5594997548009211,0.0285713171324558,0.1612903225806451
text,dinov2-small,clap-fused,0,,aggregate,0.0625,0.1675,0.2325,0.32,3,15,0.0395,0.2920082807540893,0.2610771077184593,0.1741657750618566,0.0679472603915796,0.2610771077184593,0.2551110051697982,0.2673289426200337,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.1652499999999999
text,dinov2-small,clap-fused,0,,heldout,0.032258064516129,0.0967741935483871,0.1612903225806451,0.2258064516129032,6,15,0.032258064516129,0.3954645991325378,0.6602369866855977,0.0252279673394118,0.0379310344827586,0.6602369866855977,0.6521502545828559,0.6685267895533153,0.5594997548009211,0.3458670128442075,0.1805782744255035,0.5594997548009211,0.3789214803754175,0.1483870967741935
random,dinov2-small,clap-fused,0,,aggregate,0.0,0.01,0.025,0.04,1,15,0.0105,0.0318537354469299,0.1044006383650023,-0.0027855320588598,0.0001333821165311,0.1044006383650023,0.1045750893269517,0.1042267684679061,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.0684999999999999
random,dinov2-small,clap-fused,0,,heldout,0.0,0.032258064516129,0.032258064516129,0.0967741935483871,3,15,0.0193548387096774,-0.0696346908807754,0.6086021880854152,-0.1054992740534763,-0.072487644151565,0.6086021880854153,0.5973328946246673,0.6203048712835646,0.1690771033210674,0.180112375182498,0.1805782744255035,0.5594997548009211,-0.011501171104436,0.0774193548387097
procrustes,dinov2-small,clap-fused,300,,aggregate,0.69,0.7375,0.7575,0.785,6,15,0.0605,0.3458977341651916,0.2820838188816271,0.1962144929690331,0.0968044803848858,0.2820838188816271,0.2811912789068425,0.2829820429890598,0.370412727674066,0.2401326868302765,0.2174418922666189,0.3875973658998651,0.152970835407447,0.33475
procrustes,dinov2-small,clap-fused,300,,heldout,0.0,0.064516129032258,0.0967741935483871,0.1290322580645161,6,15,0.0129032258064516,0.3955536484718323,0.683756519028587,0.1328740832085651,0.1441717791411043,0.6837565190285869,0.6632217918256161,0.7056034712459137,0.2659551586140612,0.1752180626674997,0.1805782744255035,0.5594997548009211,0.0853768841885577,0.2
direct,dinov2-small,clap-fused,300,,aggregate,0.525,0.655,0.7175,0.7525,5,15,0.0994999999999999,0.4032109975814819,0.2910112111194776,0.2062926277952611,0.0999064164821572,0.2910112111194776,0.2833329799251828,0.2991171892293939,0.3574984873650672,0.2253945185258701,0.2174418922666189,0.3875973658998651,0.1400565950984482,0.35325
direct,dinov2-small,clap-fused,300,,heldout,0.0,0.032258064516129,0.032258064516129,0.032258064516129,2,15,0.0451612903225806,0.3727059364318847,0.6284732166978558,0.0035398675970499,0.0196993260756868,0.6284732166978558,0.6063987307730324,0.6522155537623211,0.2781220449367851,0.0774328475609887,0.1805782744255035,0.5594997548009211,0.0975437705112816,0.1548387096774193
c-transitive,dinov2-small,clap-larger,300,0.5,aggregate,0.3325,0.525,0.61,0.69,10,15,0.0385,0.1879870742559433,0.2270478518392852,0.1350173901755575,0.0520321554204248,0.2270478518392852,0.2265726439970122,0.2275250572494846,0.3462255021098325,0.3304142203524576,0.2174418922666189,0.3875973658998651,0.1287836098432135,0.2615
c-transitive,dinov2-small,clap-larger,300,0.5,heldout,0.04,0.16,0.2,0.24,4,15,0.008,0.2035114467144012,0.7849431742224094,0.225227135141902,0.149908592321755,0.7849431742224096,0.7708835447159887,0.7995251793511785,0.2618196254467298,0.2377983607511866,0.1747011942491821,0.5352512445368146,0.0871184311975477,0.1959999999999999
d,dinov2-small,clap-larger,0,0.7,aggregate,0.055,0.1525,0.24,0.3525,7,15,0.0405,0.3567942082881927,0.2506287765469778,0.1610433634238919,0.0782313223249833,0.2506287765469778,0.2508097551181317,0.2504480589674767,0.5249423258779702,0.4917351127272888,0.2174418922666189,0.3875973658998651,0.3075004336113512,0.1755
d,dinov2-small,clap-larger,0,0.7,heldout,0.12,0.16,0.24,0.36,5,15,0.008,0.1686163246631622,0.7373944575796908,0.0588378908158503,0.0357142857142857,0.7373944575796909,0.7227028364908864,0.752695797061429,0.4390177703405979,0.4069840353106878,0.1747011942491821,0.5352512445368146,0.2643165760914159,0.1959999999999999
unsup,dinov2-small,clap-larger,0,1.0,aggregate,0.0075,0.0175,0.035,0.0575,1,15,0.1085,0.6631737947463989,0.404505158023892,0.3335253779540564,0.1727560602776841,0.404505158023892,0.398476826023844,0.4107186903101238,0.2647161005301958,0.2349137448076992,0.2174418922666189,0.3875973658998651,0.0472742082635768,0.0755
unsup,dinov2-small,clap-larger,0,1.0,heldout,0.0,0.0,0.08,0.12,1,15,0.048,0.3754571974277496,0.7369783788565568,0.2470744824770971,0.1867469879518072,0.7369783788565569,0.678546209718493,0.8064224527951749,0.1825894897555897,0.1801085547422248,0.1747011942491821,0.5352512445368146,0.0078882955064076,0.1119999999999999
text,dinov2-small,clap-larger,0,,aggregate,0.0625,0.1675,0.2325,0.32,6,15,0.0315,0.2718507349491119,0.2465045626841432,0.155780435800325,0.0547816656194865,0.2465045626841432,0.2380307582211042,0.2556039666849203,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.17725
text,dinov2-small,clap-larger,0,,heldout,0.0,0.16,0.24,0.28,3,15,0.016,0.3087954819202423,0.7569901059078311,0.2418289235232415,0.2396313364055299,0.7569901059078313,0.7132670844960695,0.8064235882340456,0.5352512445368146,0.5505399905455309,0.1747011942491821,0.5352512445368146,0.3605500502876325,0.148
random,dinov2-small,clap-larger,0,,aggregate,0.0,0.01,0.025,0.04,3,15,0.0095,0.023428089916706,0.0848529931089327,-0.0242876856801622,-0.0087201771179755,0.0848529931089327,0.0850326915205709,0.0846740526039597,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.06575
random,dinov2-small,clap-larger,0,,heldout,0.0,0.0,0.0,0.04,2,15,0.016,-0.023531986400485,0.7210240349184589,-0.0132470962291885,-0.0112359550561797,0.7210240349184589,0.7100602750995068,0.732331678669716,0.1501330330076341,0.1733973878764156,0.1747011942491821,0.5352512445368146,-0.0245681612415479,0.068
procrustes,dinov2-small,clap-larger,300,,aggregate,0.715,0.75,0.775,0.8,7,15,0.0679999999999999,0.3274518251419067,0.2850812470779338,0.1996723404398576,0.0914363408827222,0.2850812470779338,0.2846828387412953,0.2854807721074736,0.3792524082269816,0.2377452236108549,0.2174418922666189,0.3875973658998651,0.1618105159603627,0.3495
